RepRapFirmware height map file v2 generated at 2021-08-17 13:59, mean error 0.006, deviation 0.010
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
15.00,390.00,15.00,340.00,-1.00,75.00,65.00,6,6
 -0.003,  0.003, -0.002,  0.006, -0.005, -0.013
  0.010,  0.017,  0.023,  0.026,  0.018,  0.007
  0.001,  0.010,  0.017,  0.026,  0.014,  0.005
 -0.014,  0.007,  0.016,  0.017,  0.007, -0.006
 -0.003,  0.008,  0.010,  0.019,  0.004,  0.005
 -0.003,  0.001,  0.001,  0.003, -0.004,  0.002
