RepRapFirmware height map file v2 generated at 2022-11-01 14:02, mean error -0.015, deviation 0.027
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
15.00,390.00,15.00,340.00,-1.00,75.00,65.00,6,6
 -0.046, -0.010,  0.011,  0.023,  0.015, -0.041
 -0.068, -0.030, -0.013, -0.003, -0.016, -0.062
 -0.061, -0.021,  0.004,  0.019,  0.014, -0.030
 -0.063, -0.025, -0.005,  0.016,  0.015, -0.024
 -0.061, -0.023, -0.003,  0.016,  0.012, -0.027
 -0.036, -0.007,  0.004,  0.019,  0.011, -0.029
