RepRapFirmware height map file v2 generated at 2021-08-20 16:46, mean error 0.031, deviation 0.027
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
15.00,390.00,15.00,340.00,-1.00,75.00,65.00,6,6
  0.079,  0.031,  0.019,  0.026,  0.037,  0.059
  0.074,  0.028,  0.015,  0.028,  0.039,  0.077
  0.070,  0.023,  0.012,  0.021,  0.033,  0.072
  0.052,  0.004, -0.009, -0.004,  0.011,  0.054
  0.047,  0.003, -0.016, -0.010,  0.004,  0.054
  0.068,  0.031,  0.005,  0.003,  0.015,  0.058
