RepRapFirmware height map file v2 generated at 2021-08-27 11:32, mean error 0.068, deviation 0.051
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
15.00,390.00,15.00,340.00,-1.00,75.00,65.00,6,6
  0.164,  0.090,  0.057,  0.065,  0.092,  0.161
  0.148,  0.070,  0.044,  0.047,  0.073,  0.134
  0.116,  0.043,  0.017,  0.022,  0.037,  0.102
  0.084,  0.012, -0.013, -0.009,  0.011,  0.078
  0.101,  0.027, -0.007, -0.004,  0.025,  0.098
  0.163,  0.085,  0.041,  0.036,  0.070,  0.159
