RepRapFirmware height map file v2 generated at 2021-08-17 16:05, mean error 0.005, deviation 0.031
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
15.00,390.00,15.00,340.00,-1.00,75.00,65.00,6,6
  0.075,  0.032,  0.011,  0.008,  0.006, -0.004
  0.064,  0.030,  0.012,  0.015,  0.016,  0.029
  0.065,  0.027,  0.013,  0.010,  0.009,  0.030
  0.044,  0.004, -0.017, -0.022, -0.019,  0.007
  0.024, -0.012, -0.040, -0.049, -0.046, -0.006
  0.012, -0.008, -0.034, -0.051, -0.045, -0.001
